OrderID,Date,Product,Region,Quantity,UnitPrice,TotalSale
164,2026-02-05,Monitor Arm,North,1,2199,2215.29
165,2026-02-06,Monitor Arm,West,6,2199,12777.55
166,2026-02-06,Wireless Mouse,East,8,799,6145.32
167,2026-02-06,Mechanical Keyboard,West,8,2499,19140.51
168,2026-02-06,Wireless Mouse,South,3,799,2471.58
169,2026-02-06,Webcam HD,North,4,1799,6921.44
170,2026-02-06,Power Bank,South,9,1199,10661.92
171,2026-02-07,Webcam HD,West,5,1799,9056.73
172,2026-02-07,Wireless Mouse,North,4,799,3236.11
173,2026-02-07,Webcam HD,North,3,1799,5256.61
174,2026-02-07,Mechanical Keyboard,South,1,2499,2476.14
175,2026-02-07,Monitor Arm,East,1,2199,2139.95
176,2026-02-07,Webcam HD,West,2,1799,3665.42
177,2026-02-08,Laptop Stand,West,2,999,2006.9
178,2026-02-08,USB-C Hub,East,3,1299,3729.98
179,2026-02-08,USB-C Hub,East,10,1299,13313.4
180,2026-02-08,Webcam HD,West,2,1799,3586.74
181,2026-02-08,Webcam HD,West,5,1799,8995.42
182,2026-02-09,Monitor Arm,North,10,2199,20978.15
183,2026-02-09,Power Bank,East,10,1199,11690.69
184,2026-02-09,Mechanical Keyboard,South,11,2499,28412.52
185,2026-02-09,Wireless Mouse,East,10,799,7622.65
186,2026-02-09,USB-C Hub,West,9,1299,11868.13
187,2026-02-09,Webcam HD,South,10,1799,17874.66
188,2026-02-10,Mechanical Keyboard,West,6,2499,14856.58
189,2026-02-10,Bluetooth Speaker,North,3,1599,4715.36
190,2026-02-10,Monitor Arm,East,11,2199,25265.88
191,2026-02-10,Wireless Mouse,West,2,799,1568.36
192,2026-02-10,Bluetooth Speaker,North,7,1599,11601.44
193,2026-02-10,Wireless Mouse,West,7,799,5343.67
194,2026-02-11,Monitor Arm,West,1,2199,2133.81
195,2026-02-11,USB-C Hub,East,8,1299,10787.78
196,2026-02-11,Monitor Arm,North,1,2199,2303.04
197,2026-02-11,Laptop Stand,South,5,999,5020.39
198,2026-02-11,Power Bank,North,4,1199,5032.09
199,2026-02-12,Monitor Arm,North,11,2199,24992.42
200,2026-02-12,Monitor Arm,East,9,2199,20197.53
201,2026-02-12,Power Bank,West,8,1199,9346.19
202,2026-02-13,Power Bank,South,10,1199,11999.88
203,2026-02-13,USB-C Hub,North,5,1299,6672.1
204,2026-02-13,Power Bank,East,9,1199,10539.76
205,2026-02-13,Wireless Mouse,East,12,799,9394.86
206,2026-02-14,USB-C Hub,West,9,1299,11672.69
207,2026-02-14,Bluetooth Speaker,West,8,1599,13345.7
208,2026-02-14,Laptop Stand,South,10,999,9873.09
209,2026-02-14,Power Bank,North,6,1199,7370.04
210,2026-02-14,Power Bank,West,11,1199,13574.64
211,2026-02-14,USB-C Hub,West,1,1299,1250.45
212,2026-02-15,Mechanical Keyboard,West,2,2499,5010.97
213,2026-02-15,Monitor Arm,North,12,2199,25449.0
214,2026-02-15,USB-C Hub,North,8,1299,10684.56
215,2026-02-15,Webcam HD,East,10,1799,18336.68
216,2026-02-15,Mechanical Keyboard,East,11,2499,28476.8
217,2026-02-16,Bluetooth Speaker,West,9,1599,13723.11
218,2026-02-16,Mechanical Keyboard,South,11,2499,27995.9
219,2026-02-16,Webcam HD,South,12,1799,20703.71
220,2026-02-16,Mechanical Keyboard,North,8,2499,19325.0
221,2026-02-16,Webcam HD,North,1,1799,1767.41
222,2026-02-16,Wireless Mouse,East,6,799,4734.0
223,2026-02-17,Laptop Stand,West,10,999,10171.62
224,2026-02-17,USB-C Hub,South,3,1299,3732.92
225,2026-02-17,Power Bank,South,8,1199,9987.99
226,2026-02-17,USB-C Hub,South,8,1299,10535.31
227,2026-02-18,Webcam HD,North,8,1799,14969.42
228,2026-02-18,USB-C Hub,North,8,1299,10854.69
229,2026-02-18,Webcam HD,West,12,1799,21048.51
230,2026-02-18,Webcam HD,South,7,1799,13037.96
231,2026-02-18,Mechanical Keyboard,South,7,2499,17618.81
232,2026-02-18,Webcam HD,East,1,1799,1884.98
233,2026-02-19,Webcam HD,North,10,1799,18646.76
234,2026-02-19,Wireless Mouse,West,5,799,4105.16
235,2026-02-19,Laptop Stand,East,4,999,4050.59
236,2026-02-19,Webcam HD,South,11,1799,18991.83
237,2026-02-19,Wireless Mouse,East,8,799,6093.73
238,2026-02-19,Bluetooth Speaker,South,2,1599,3329.0
239,2026-02-20,Power Bank,South,4,1199,4619.58
240,2026-02-20,Bluetooth Speaker,East,3,1599,4680.42
241,2026-02-20,Monitor Arm,East,12,2199,27365.4
242,2026-02-20,Mechanical Keyboard,West,2,2499,4818.45
243,2026-02-20,Laptop Stand,West,9,999,8870.32
244,2026-02-21,Wireless Mouse,East,9,799,6920.32
245,2026-02-21,Bluetooth Speaker,East,10,1599,15799.76
246,2026-02-21,Bluetooth Speaker,North,11,1599,17120.82
247,2026-02-21,Wireless Mouse,East,10,799,7767.37
248,2026-02-21,Mechanical Keyboard,West,12,2499,29394.81
249,2026-02-21,Power Bank,North,3,1199,3433.46
250,2026-02-22,Webcam HD,West,2,1799,3453.07
251,2026-02-22,USB-C Hub,West,8,1299,10257.96
252,2026-02-22,Power Bank,South,7,1199,8523.03
253,2026-02-23,Power Bank,East,1,1199,1221.81
254,2026-02-23,Laptop Stand,West,8,999,8352.08
255,2026-02-23,Bluetooth Speaker,North,11,1599,17355.66
256,2026-02-23,Bluetooth Speaker,North,7,1599,10942.14
257,2026-02-23,Mechanical Keyboard,West,2,2499,5079.35
258,2026-02-23,Wireless Mouse,North,6,799,4671.07
259,2026-02-24,Laptop Stand,North,9,999,8727.71
260,2026-02-24,Laptop Stand,South,6,999,6158.46
261,2026-02-24,Wireless Mouse,East,3,799,2513.86
262,2026-02-24,Webcam HD,South,2,1799,3655.95
263,2026-02-25,USB-C Hub,North,6,1299,8020.01
264,2026-02-25,Laptop Stand,East,1,999,966.46
265,2026-02-25,Wireless Mouse,South,12,799,9512.22
266,2026-02-26,Mechanical Keyboard,West,8,2499,20547.81
267,2026-02-26,Mechanical Keyboard,West,9,2499,21864.74
268,2026-02-26,Wireless Mouse,East,8,799,6483.62
269,2026-02-27,Wireless Mouse,West,7,799,5551.76
270,2026-02-27,Mechanical Keyboard,West,12,2499,31216.61
271,2026-02-27,Mechanical Keyboard,North,6,2499,15156.38
272,2026-02-28,USB-C Hub,East,10,1299,13162.87
273,2026-02-28,Bluetooth Speaker,West,10,1599,16038.86
274,2026-02-28,Monitor Arm,West,2,2199,4526.9
275,2026-03-01,Laptop Stand,West,8,999,8302.16
276,2026-03-01,Power Bank,East,8,1199,9494.86
277,2026-03-01,Mechanical Keyboard,East,7,2499,17165.05
278,2026-03-02,Bluetooth Speaker,South,11,1599,18332.99
279,2026-03-02,Mechanical Keyboard,North,2,2499,4794.7
280,2026-03-02,Mechanical Keyboard,East,3,2499,7539.26
281,2026-03-02,Bluetooth Speaker,North,7,1599,11029.13
282,2026-03-02,Power Bank,North,5,1199,6055.2
283,2026-03-03,Mechanical Keyboard,South,3,2499,7614.51
284,2026-03-03,Laptop Stand,North,6,999,6201.02
285,2026-03-03,Bluetooth Speaker,North,5,1599,8054.24
286,2026-03-03,Power Bank,North,10,1199,12504.47
287,2026-03-03,Webcam HD,North,3,1799,5274.63
288,2026-03-04,Bluetooth Speaker,East,1,1599,1548.06
289,2026-03-04,USB-C Hub,West,2,1299,2504.96
290,2026-03-04,Wireless Mouse,North,12,799,9617.23
291,2026-03-04,Power Bank,West,8,1199,9439.39
292,2026-03-04,Bluetooth Speaker,East,12,1599,18851.03
293,2026-03-05,Wireless Mouse,South,3,799,2457.99
294,2026-03-05,Wireless Mouse,North,5,799,3972.27
295,2026-03-05,Power Bank,West,10,1199,11920.51
296,2026-03-06,Laptop Stand,North,6,999,5951.99
297,2026-03-06,Webcam HD,West,9,1799,16461.6
298,2026-03-06,Wireless Mouse,South,7,799,5863.95
299,2026-03-06,Wireless Mouse,North,4,799,3132.53
300,2026-03-06,Laptop Stand,South,5,999,4889.83
301,2026-03-07,Wireless Mouse,West,12,799,9521.51
302,2026-03-07,USB-C Hub,West,9,1299,11929.11
303,2026-03-07,Bluetooth Speaker,North,7,1599,11597.92
304,2026-03-08,Power Bank,North,8,1199,9995.98
305,2026-03-08,Bluetooth Speaker,West,10,1599,15837.17
306,2026-03-08,Power Bank,East,2,1199,2375.23
307,2026-03-09,USB-C Hub,West,12,1299,16242.34
308,2026-03-09,Mechanical Keyboard,West,2,2499,4869.71
309,2026-03-09,Power Bank,North,7,1199,8703.98
310,2026-03-09,Bluetooth Speaker,South,6,1599,9861.79
311,2026-03-09,Mechanical Keyboard,North,9,2499,22513.38
312,2026-03-10,Bluetooth Speaker,South,4,1599,6141.95
313,2026-03-10,Webcam HD,South,3,1799,5452.26
314,2026-03-10,Mechanical Keyboard,South,11,2499,27472.83
315,2026-03-10,Monitor Arm,East,11,2199,23744.26
316,2026-03-10,Monitor Arm,North,8,2199,17490.33
317,2026-03-11,Webcam HD,North,6,1799,10801.92
318,2026-03-11,Webcam HD,West,8,1799,13726.52
319,2026-03-11,Bluetooth Speaker,East,2,1599,3244.26
320,2026-03-11,Mechanical Keyboard,West,8,2499,20152.59
321,2026-03-11,Wireless Mouse,West,10,799,8111.32
322,2026-03-12,Monitor Arm,South,1,2199,2188.12
323,2026-03-12,Bluetooth Speaker,North,9,1599,14601.29
324,2026-03-12,Wireless Mouse,South,12,799,9528.32
325,2026-03-12,Monitor Arm,South,6,2199,13026.24
326,2026-03-12,Webcam HD,West,7,1799,12938.63
327,2026-03-13,Bluetooth Speaker,North,6,1599,9204.97
328,2026-03-13,Power Bank,East,5,1199,6129.13
329,2026-03-13,USB-C Hub,East,2,1299,2619.5
330,2026-03-14,Bluetooth Speaker,East,11,1599,17938.11
331,2026-03-14,Power Bank,South,10,1199,12240.39
332,2026-03-14,Mechanical Keyboard,East,9,2499,22213.64
333,2026-03-14,Bluetooth Speaker,South,11,1599,17945.76
334,2026-03-15,Power Bank,East,1,1199,1182.53
335,2026-03-15,USB-C Hub,South,6,1299,8142.91
336,2026-03-15,Monitor Arm,South,4,2199,9235.78
337,2026-03-16,Mechanical Keyboard,East,2,2499,5001.84
338,2026-03-16,Wireless Mouse,East,10,799,7695.21
339,2026-03-16,Power Bank,South,3,1199,3482.2
340,2026-03-16,USB-C Hub,West,1,1299,1287.42
341,2026-03-17,Monitor Arm,East,12,2199,27136.89
342,2026-03-17,Laptop Stand,South,5,999,5227.57
343,2026-03-17,Monitor Arm,South,6,2199,13429.26
344,2026-03-17,Monitor Arm,West,5,2199,11300.8
345,2026-03-18,USB-C Hub,South,10,1299,12520.28
346,2026-03-18,Webcam HD,North,11,1799,19750.59
347,2026-03-18,Bluetooth Speaker,North,12,1599,19851.7
348,2026-03-18,Mechanical Keyboard,East,2,2499,5129.51
349,2026-03-18,Webcam HD,West,9,1799,15620.02
350,2026-03-18,Power Bank,North,4,1199,4947.89
351,2026-03-19,Wireless Mouse,West,1,799,790.73
352,2026-03-19,Bluetooth Speaker,South,7,1599,11746.52
353,2026-03-19,Bluetooth Speaker,South,1,1599,1570.01
354,2026-03-19,Mechanical Keyboard,East,3,2499,7225.31
355,2026-03-19,Webcam HD,West,12,1799,22302.8
356,2026-03-20,Monitor Arm,North,2,2199,4186.46
357,2026-03-20,Laptop Stand,South,9,999,9386.81
358,2026-03-20,Power Bank,North,5,1199,5837.72
359,2026-03-20,Mechanical Keyboard,North,4,2499,9915.86
360,2026-03-20,Monitor Arm,North,2,2199,4546.08
361,2026-03-20,Monitor Arm,North,11,2199,24226.19
362,2026-03-21,USB-C Hub,East,7,1299,8639.77
363,2026-03-21,Bluetooth Speaker,South,10,1599,15856.59
364,2026-03-21,Mechanical Keyboard,East,2,2499,5224.61
365,2026-03-21,Wireless Mouse,West,8,799,6100.23
366,2026-03-22,Bluetooth Speaker,East,12,1599,18259.77
367,2026-03-22,Mechanical Keyboard,East,4,2499,10228.85
368,2026-03-22,Mechanical Keyboard,East,3,2499,7155.39
369,2026-03-22,Bluetooth Speaker,South,11,1599,17526.78
370,2026-03-22,Monitor Arm,South,3,2199,6308.78
371,2026-03-22,Monitor Arm,North,5,2199,10666.9
372,2026-03-23,Wireless Mouse,East,5,799,4001.15
373,2026-03-23,Monitor Arm,East,1,2199,2254.7
374,2026-03-23,Laptop Stand,East,6,999,6211.07
375,2026-03-23,Wireless Mouse,East,5,799,3844.98
376,2026-03-24,Power Bank,West,12,1199,14301.29
377,2026-03-24,Power Bank,East,3,1199,3595.63
378,2026-03-24,Monitor Arm,East,9,2199,19329.32
379,2026-03-24,Mechanical Keyboard,West,2,2499,4963.32
380,2026-03-24,USB-C Hub,East,6,1299,7484.26
381,2026-03-25,Webcam HD,East,8,1799,14539.69
382,2026-03-25,Power Bank,South,12,1199,14307.3
383,2026-03-25,Monitor Arm,North,12,2199,27364.45
384,2026-03-25,Bluetooth Speaker,West,5,1599,8106.51
385,2026-03-25,Wireless Mouse,North,11,799,8909.86
386,2026-03-26,USB-C Hub,North,3,1299,4032.88
387,2026-03-26,Monitor Arm,North,3,2199,6311.5
388,2026-03-26,Bluetooth Speaker,East,7,1599,11696.09
389,2026-03-26,Wireless Mouse,South,11,799,8744.99
390,2026-03-26,Bluetooth Speaker,East,8,1599,13128.54
391,2026-03-27,Bluetooth Speaker,West,6,1599,9737.49
392,2026-03-27,Laptop Stand,North,1,999,1022.54
393,2026-03-27,Monitor Arm,West,9,2199,19034.51
394,2026-03-27,Webcam HD,West,4,1799,7553.18
395,2026-03-28,Monitor Arm,South,2,2199,4237.79
396,2026-03-28,Mechanical Keyboard,West,3,2499,7795.89
397,2026-03-28,Monitor Arm,North,11,2199,25319.98
398,2026-03-28,Bluetooth Speaker,East,12,1599,18353.21
399,2026-03-28,Webcam HD,East,3,1799,5511.31
400,2026-03-29,Bluetooth Speaker,South,2,1599,3353.15
401,2026-03-29,USB-C Hub,South,8,1299,9899.71
402,2026-03-29,Bluetooth Speaker,West,9,1599,13858.2
403,2026-03-29,Mechanical Keyboard,North,5,2499,12367.75
404,2026-03-30,Power Bank,West,10,1199,11478.93
405,2026-03-30,Bluetooth Speaker,North,8,1599,12748.29
406,2026-03-30,Bluetooth Speaker,South,9,1599,14592.18
407,2026-03-30,USB-C Hub,South,7,1299,9095.6
408,2026-03-30,Wireless Mouse,North,9,799,6941.48
409,2026-03-30,USB-C Hub,South,6,1299,8132.83
410,2026-03-31,Bluetooth Speaker,East,2,1599,3118.24
411,2026-03-31,Webcam HD,South,11,1799,19398.81
412,2026-03-31,Mechanical Keyboard,South,10,2499,26093.58
413,2026-03-31,USB-C Hub,South,11,1299,14466.87
414,2026-04-01,Wireless Mouse,North,2,799,1525.36
415,2026-04-01,Webcam HD,South,10,1799,17839.94
416,2026-04-01,Wireless Mouse,West,11,799,8829.06
417,2026-04-01,Webcam HD,West,4,1799,7415.25
418,2026-04-01,Power Bank,East,8,1199,9182.4
419,2026-04-02,USB-C Hub,West,7,1299,9078.68
420,2026-04-02,Laptop Stand,East,10,999,9634.03
421,2026-04-02,Bluetooth Speaker,East,7,1599,10779.72
422,2026-04-03,Mechanical Keyboard,East,4,2499,9962.49
423,2026-04-03,Webcam HD,West,4,1799,6937.58
424,2026-04-03,Wireless Mouse,East,7,799,5796.68
425,2026-04-03,Power Bank,South,3,1199,3709.76
426,2026-04-03,Bluetooth Speaker,South,3,1599,4796.17
427,2026-04-04,Monitor Arm,East,8,2199,16753.17
428,2026-04-04,Power Bank,West,4,1199,4659.38
429,2026-04-04,Bluetooth Speaker,North,1,1599,1564.04
430,2026-04-04,Monitor Arm,East,9,2199,18817.63
431,2026-04-04,Mechanical Keyboard,West,3,2499,7783.73
432,2026-04-04,Bluetooth Speaker,West,6,1599,9157.71
433,2026-04-05,Laptop Stand,East,9,999,8800.93
434,2026-04-05,Power Bank,West,9,1199,10553.3
435,2026-04-05,Mechanical Keyboard,South,2,2499,4944.97
436,2026-04-06,Bluetooth Speaker,South,4,1599,6461.54
437,2026-04-06,Power Bank,North,1,1199,1143.72
438,2026-04-06,Bluetooth Speaker,West,9,1599,14329.1
439,2026-04-06,USB-C Hub,East,10,1299,12754.27
440,2026-04-06,Power Bank,East,10,1199,11793.81
441,2026-04-07,Webcam HD,West,1,1799,1775.32
442,2026-04-07,Mechanical Keyboard,West,10,2499,24509.39
443,2026-04-07,Wireless Mouse,West,5,799,4181.59
444,2026-04-07,Laptop Stand,North,10,999,9970.47
445,2026-04-07,Power Bank,South,11,1199,12848.98
446,2026-04-07,Mechanical Keyboard,South,1,2499,2484.27
447,2026-04-08,USB-C Hub,West,12,1299,15126.43
448,2026-04-08,Monitor Arm,North,12,2199,25432.97
449,2026-04-08,Laptop Stand,East,11,999,10965.23
450,2026-04-08,Power Bank,East,3,1199,3582.49
451,2026-04-08,Bluetooth Speaker,East,11,1599,18067.4
452,2026-04-08,Webcam HD,West,4,1799,7525.1
453,2026-04-09,Webcam HD,South,5,1799,9238.92
454,2026-04-09,Laptop Stand,West,6,999,5981.89
455,2026-04-09,Webcam HD,East,2,1799,3624.44
456,2026-04-09,Power Bank,West,6,1199,7521.05
457,2026-04-09,USB-C Hub,East,1,1299,1271.41
458,2026-04-10,Bluetooth Speaker,West,11,1599,17160.61
459,2026-04-10,Monitor Arm,South,4,2199,9084.47
460,2026-04-10,Webcam HD,East,3,1799,5186.1
461,2026-04-11,Laptop Stand,North,11,999,11434.26
462,2026-04-11,Laptop Stand,South,1,999,959.06
463,2026-04-11,Bluetooth Speaker,West,2,1599,3255.95
464,2026-04-11,USB-C Hub,North,9,1299,12249.73
465,2026-04-12,Power Bank,West,8,1199,9736.4
466,2026-04-12,Webcam HD,East,5,1799,9126.24
467,2026-04-12,Mechanical Keyboard,South,9,2499,23027.83
468,2026-04-12,Wireless Mouse,South,7,799,5806.79
469,2026-04-13,Wireless Mouse,West,8,799,6191.49
470,2026-04-13,Webcam HD,North,1,1799,1762.73
471,2026-04-13,Mechanical Keyboard,East,5,2499,12437.96
472,2026-04-13,Monitor Arm,South,9,2199,19727.71
473,2026-04-14,Mechanical Keyboard,East,3,2499,7670.27
474,2026-04-14,Webcam HD,South,1,1799,1841.57
